"YEAR","NEWCOURSECODE","NEWCOURSETITLE","STUDYLEVEL","COMMUTELENGTH","ACCOMMODATIONTYPE","CAMPUSPOSTCODE","AVERAGEMODULEMARK","PERCENTAGEATTENDANCE","DEGREETYPE","DEGREECLASS"
"2017/18","BABSM06F","BA Business Management FT","Level 6",3.3,"Other inc. Private Halls","NW1 5LS",70,73.91,"BA","1st"
"2016/17","BAHIS01F","BA History and Politics FT","Level 4",10.4,"Unknown","W1B 2HW",65,76.06,"BA","2:i"
"2017/18","BAHIS01F","BA History and Politics FT","Level 5",10.4,"Unknown","W1B 2HW",68,58.62,"BA","2:i"
"2016/17","BAMRK02F","BA Marketing Communications FT","Level 5",13.55,"Commuter","NW1 5LS",64,85.33,"BA","2:i"
"2017/18","BAMRK02F","BA Marketing Communications FT","Level 6",13.55,"Commuter","NW1 5LS",60,60.66,"BA","2:i"
"2016/17","BLLAW02F","LLB Law FT","Level 6",18.41,"Unknown","W1B 2HW",61,57.47,"LLB","2:i"
"2017/18","BASOC01F","BA Sociology FT","Level 4",6.66,"UoW Halls","W1B 2HW",64,64.38,"BA","2:i"
"2016/17","BAPHT02F","BA Photography FT","Level 5",10.61,"Other inc. Private Halls","HA1 3TP",50,12.15,"BA","2:ii"
"2017/18","BABSM07F","BA International Business FT","Level 4",1.87,"Other inc. Private Halls","NW1 5LS",72,92.06,"BA","1st"
"2016/17","BAPHT01F","BA Contemporary Media Practice FT","Level 4",0.59,"UoW Halls","HA1 3TP",61,49.4,"BA","2:i"
"2017/18","BAPHT01F","BA Contemporary Media Practice FT","Level 5",0.14,"Other inc. Private Halls","HA1 3TP",40,24.64,"BA","3rd"
"2017/18","BACRI02F","BA Sociology and Criminology FT","Level 4",16.28,"Unknown","W1B 2HW",63,64.94,"BA","2:i"
"2016/17","BLLAW02F","LLB Law FT","Level 4",10.24,"Commuter","W1B 2HW",53,63.27,"LLB","2:ii"
"2017/18","BLLAW02F","LLB Law FT","Level 5",10.24,"Commuter","W1B 2HW",50,35.63,"LLB","2:ii"
"2016/17","BABSM07F","BA International Business FT","Level 5",0.71,"Other inc. Private Halls","NW1 5LS",51,37.93,"BA","2:ii"
"2017/18","BABSM07F","BA International Business FT","Level 6",0.75,"Other inc. Private Halls","NW1 5LS",63,73.77,"BA","2:i"
"2017/18","BSBMS01F","BSc Biomedical Sciences FT","Level 4",1.27,"Commuter","W1W 6XH",68,89.66,"BSc","2:i"
"2016/17","BSBMS04F","BSc Honours Biomedical Sciences (Sandwich) FT","Level 6",6.13,"Other inc. Private Halls","W1W 6XH",64,58.18,"BSc","2:i"
"2016/17","BSCSS02F","BSc Computer Science FT","Level 5",9.46,"Commuter","W1W 6XH",86,43.53,"BSc","1st"
"2017/18","BABSM06F","BA Business Management FT","Level 6",0.09,"Other inc. Private Halls","NW1 5LS",61,84.93,"BA","2:i"
"2016/17","BSPSY02F","BSc Psychology FT","Level 4",10.82,"Unknown","W1W 6XH",53,61.11,"BSc","2:ii"
"2016/17","BSBIO02F","BSc Biological Sciences FT","Level 5",13.85,"Other inc. Private Halls","W1W 6XH",58,64.1,"BSc","2:ii"
"2017/18","BSBIO02F","BSc Biological Sciences FT","Level 6",13.85,"Other inc. Private Halls","W1W 6XH",53,53.75,"BSc","2:ii"
"2016/17","BLLAW02F","LLB Law FT","Level 6",2.99,"Commuter","W1B 2HW",65,55.68,"LLB","2:i"
"2017/18","BABSM07F","BA International Business FT","Level 6",34.16,"Unknown","NW1 5LS",72,77.22,"BA","1st"
"2017/18","BSCSS02F","BSc Computer Science FT","Level 4",6.64,"UoW Halls","W1W 6XH",92,92.22,"BSc","1st"
"2016/17","BSBIS01F","BSc Business Information Systems FT","Level 6",7.67,"Commuter","W1W 6XH",56,51.56,"BSc","2:ii"
"2017/18","BLLAW02F","LLB Law FT","Level 4",2.96,"Other inc. Private Halls","W1B 2HW",57,58.7,"LLB","2:ii"
"2017/18","BSPOC06F","BSc Quantity Surveying and Commercial Management FT","Level 5",13.78,"Unknown","NW1 5LS",52,80.39,"BSc","2:ii"
"2016/17","BAENG03F","BA English Language and Linguistics FT","Level 6",3.97,"Other inc. Private Halls","W1B 2HW",61,67.8,"BA","2:i"
"2016/17","BABSM06F","BA Business Management FT","Level 5",8.19,"Commuter","NW1 5LS",54,26.14,"BA","2:ii"
"2017/18","BABSM06F","BA Business Management FT","Level 6",8.19,"Commuter","NW1 5LS",48,32.88,"BA","3rd"
"2016/17","BABSM06F","BA Business Management FT","Level 4",3.86,"Commuter","NW1 5LS",59,75.68,"BA","2:ii"
"2017/18","BABSM06F","BA Business Management FT","Level 5",3.86,"Commuter","NW1 5LS",57,79.22,"BA","2:ii"
"2017/18","BSPOC07F","BSc Real Estate FT","Level 6",5.6,"Other inc. Private Halls","NW1 5LS",68,67.35,"BSc","2:i"
"2016/17","BABSM06F","BA Business Management FT","Level 5",8.15,"Commuter","NW1 5LS",44,66.67,"BA","3rd"
"2017/18","BLLAW02F","LLB Law FT","Level 4",0.79,"Other inc. Private Halls","W1B 2HW",0,48.1,"LLB","3rd"
"2016/17","BSPSY02F","BSc Psychology FT","Level 5",3.13,"Other inc. Private Halls","W1W 6XH",58,67.74,"BSc","2:ii"
"2017/18","BSPSY02F","BSc Psychology FT","Level 6",3.13,"Other inc. Private Halls","W1W 6XH",61,72.73,"BSc","2:i"
"2017/18","BAFAS01F","BA Fashion Buying Management FT","Level 4",0.59,"UoW Halls","HA1 3TP",60,54.17,"BA","2:i"
"2016/17","BABSM06F","BA Business Management FT","Level 5",8.41,"Other inc. Private Halls","NW1 5LS",60,66.67,"BA","2:i"
"2017/18","BABSM06F","BA Business Management FT","Level 6",8.41,"Other inc. Private Halls","NW1 5LS",54,48.61,"BA","2:ii"
"2016/17","BAPIR03F","BA Politics and International Relations FT","Level 6",1.42,"Other inc. Private Halls","W1B 2HW",74,64.52,"BA","1st"
"2016/17","BSBMS04F","BSc Honours Biomedical Sciences (Sandwich) FT","Level 6",7.94,"Commuter","W1W 6XH",68,32,"BSc","2:i"
"2017/18","BAMUS01F","BA Commercial Music FT","Level 4",0.59,"UoW Halls","HA1 3TP",10,5.45,"BA","3rd"
"2016/17","BAHIS03F","BA History FT","Level 4",5.05,"Commuter","W1B 2HW",59,59.42,"BA","2:ii"
"2017/18","BAHIS03F","BA History FT","Level 5",5.05,"Commuter","W1B 2HW",62,28.99,"BA","2:i"
"2017/18","BABSM06F","BA Business Management FT","Level 4",11.13,"Unknown","NW1 5LS",72,56.16,"BA","1st"
"2017/18","BSCPM01F","BSc Chinese Medicine Acupuncture FT","Level 4",8.49,"Unknown","W1W 6XH",64,73.13,"BSc","2:i"
"2016/17","BECSS01F","BEng Software Engineering FT","Level 4",10.65,"Unknown","W1W 6XH",71,86.67,"BEng","1st"
"2017/18","BECSS01F","BEng Software Engineering FT","Level 5",11.15,"Unknown","W1W 6XH",71,64.41,"BEng","1st"
"2016/17","BLLAW02F","LLB Law FT","Level 6",8.71,"Other inc. Private Halls","W1B 2HW",46,68.57,"LLB","3rd"
"2016/17","BALAN07F","BA Translation FT","Level 6",5.71,"Other inc. Private Halls","W1B 2HW",58,40.74,"BA","2:ii"
"2016/17","BABSM06F","BA Business Management FT","Level 6",38.1,"Unknown","NW1 5LS",61,67.07,"BA","2:i"
"2016/17","BAJMC06F","BA Television Production FT","Level 6",1.39,"Other inc. Private Halls","HA1 3TP",59,10.13,"BA","2:ii"
"2017/18","BABSM06F","BA Business Management FT","Level 4",13.72,"Commuter","NW1 5LS",63,73.61,"BA","2:i"
"2016/17","BAADS03F","BA Illustration and Visual Communication FT","Level 6",6.12,"Other inc. Private Halls","HA1 3TP",80,21.67,"BA","1st"
"2016/17","BAJMC06F","BA Television Production FT","Level 5",0.59,"UoW Halls","HA1 3TP",61,30.3,"BA","2:i"
"2017/18","BAJMC06F","BA Television Production FT","Level 6",8.18,"Unknown","HA1 3TP",62,2.41,"BA","2:i"
"2016/17","BSCPM02F","BSc Herbal Medicine FT","Level 4",3.02,"Other inc. Private Halls","W1W 6XH",54,17.72,"BSc","2:ii"
"2017/18","BSCPM02F","BSc Herbal Medicine FT","Level 5",6.98,"Other inc. Private Halls","W1W 6XH",28,26.39,"BSc","3rd"
"2016/17","BSCSS02F","BSc Computer Science FT","Level 6",3.72,"Other inc. Private Halls","W1W 6XH",34,23.23,"BSc","3rd"
"2016/17","BAENG04F","BA Creative Writing and English Literature FT","Level 5",6.75,"Other inc. Private Halls","W1B 2HW",69,63.37,"BA","2:i"
"2017/18","BAENG04F","BA Creative Writing and English Literature FT","Level 6",6.75,"Other inc. Private Halls","W1B 2HW",69,71.79,"BA","2:i"
"2016/17","BSBMS04F","BSc Honours Biomedical Sciences (Sandwich) FT","Level 6",13.91,"Other inc. Private Halls","W1W 6XH",60,71.43,"BSc","2:i"
"2016/17","BAJMC04F","BA Public Relations and Advertising FT","Level 5",8.82,"Other inc. Private Halls","HA1 3TP",70,63.89,"BA","1st"
"2017/18","BAJMC04F","BA Public Relations and Advertising FT","Level 6",8.82,"Other inc. Private Halls","HA1 3TP",70,34.69,"BA","1st"
"2016/17","BSBMS01F","BSc Biomedical Sciences FT","Level 4",4.19,"Commuter","W1W 6XH",44,76.47,"BSc","3rd"
"2017/18","BSBMS01F","BSc Biomedical Sciences FT","Level 5",4.19,"Commuter","W1W 6XH",44,52.94,"BSc","3rd"
"2016/17","BAARC01F","BA Architecture FT","Level 6",1.47,"Other inc. Private Halls","NW1 5LS",59,8.43,"BA","2:ii"
"2017/18","BSCPM02F","BSc Herbal Medicine FT","Level 5",5.17,"Other inc. Private Halls","W1W 6XH",73,91.76,"BSc","1st"
"2017/18","BLLAW02F","LLB Law FT","Level 4",1.46,"Other inc. Private Halls","W1B 2HW",53,68.49,"LLB","2:ii"
"2016/17","BAHRM01F","BA Human Resource Management FT","Level 4",28.71,"Unknown","NW1 5LS",60,78.87,"BA","2:i"
"2017/18","BAHRM01F","BA Human Resource Management FT","Level 5",28.71,"Unknown","NW1 5LS",52,67.61,"BA","2:ii"
"2017/18","BSECO01F","BSc Business Economics FT","Level 4",2.97,"Other inc. Private Halls","NW1 5LS",66,67.12,"BSc","2:i"
"2016/17","BSPSY01F","BSc Cognitive and Clinical Neuroscience FT","Level 6",6.01,"Other inc. Private Halls","W1W 6XH",65,51.35,"BSc","2:i"
"2016/17","BAHIS03F","BA History FT","Level 5",4.82,"Commuter","W1B 2HW",64,34,"BA","2:i"
"2017/18","BAHIS03F","BA History FT","Level 6",4.82,"Commuter","W1B 2HW",69,60.71,"BA","2:i"
"2016/17","BSPSY02F","BSc Psychology FT","Level 6",3.37,"Commuter","W1W 6XH",64,40.54,"BSc","2:i"
"2016/17","BAHIS03F","BA History FT","Level 4",9.04,"Unknown","W1B 2HW",62,47.83,"BA","2:i"
"2017/18","BAHIS03F","BA History FT","Level 5",9.04,"Unknown","W1B 2HW",53,22.39,"BA","2:ii"
"2016/17","BAADS04F","BA Fine Art Mixed Media FT","Level 4",20.74,"Unknown","HA1 3TP",58,61.11,"BA","2:ii"
"2017/18","BAADS04F","BA Fine Art Mixed Media FT","Level 5",20.74,"Unknown","HA1 3TP",59,28,"BA","2:ii"
"2016/17","BLLAW02F","LLB Law FT","Level 5",7.91,"Commuter","W1B 2HW",50,58.51,"LLB","2:ii"
"2017/18","BLLAW02F","LLB Law FT","Level 6",7.91,"Commuter","W1B 2HW",52,66.67,"LLB","2:ii"
"2017/18","BABSM06F","BA Business Management FT","Level 6",7.92,"Other inc. Private Halls","NW1 5LS",76,59.02,"BA","1st"
"2016/17","BSBMS03F","BSc Pharmacology and Physiology FT","Level 4",6.81,"Commuter","W1W 6XH",66,66.29,"BSc","2:i"
"2017/18","BSBMS03F","BSc Pharmacology and Physiology FT","Level 5",6.81,"Commuter","W1W 6XH",68,44.44,"BSc","2:i"
"2016/17","BSCSS02F","BSc Computer Science FT","Level 5",5.72,"Commuter","W1W 6XH",65,27.55,"BSc","2:i"
"2017/18","BSCSS02F","BSc Computer Science FT","Level 6",5.72,"Commuter","W1W 6XH",32,26.32,"BSc","3rd"
"2017/18","BAJMC05F","BA Radio and Digital Production FT","Level 4",0.59,"UoW Halls","HA1 3TP",67,54.55,"BA","2:i"
"2016/17","BAJMC01F","BA Digital Media and Communication FT","Level 5",11.19,"Other inc. Private Halls","HA1 3TP",69,68.33,"BA","2:i"
"2017/18","BAJMC01F","BA Digital Media and Communication FT","Level 6",7.7,"Other inc. Private Halls","HA1 3TP",70,51.67,"BA","1st"
"2016/17","BSCPM02F","BSc Herbal Medicine FT","Level 5",3.79,"Other inc. Private Halls","W1W 6XH",71,55.36,"BSc","1st"
"2016/17","BABSM06F","BA Business Management FT","Level 6",2.65,"Other inc. Private Halls","NW1 5LS",56,60.53,"BA","2:ii"
"2017/18","BAJMC06F","BA Television Production FT","Level 4",0.59,"UoW Halls","HA1 3TP",66,52.38,"BA","2:i"
"2017/18","BLLAW02F","LLB Law FT","Level 4",13.89,"Other inc. Private Halls","W1B 2HW",55,34.25,"LLB","2:ii"
"2016/17","BATOE01F","BA Tourism and Events Management FT","Level 5",5.27,"Other inc. Private Halls","NW1 5LS",62,32.29,"BA","2:i"
"2017/18","BATOE01F","BA Tourism and Events Management FT","Level 6",5.46,"Other inc. Private Halls","NW1 5LS",65,30.99,"BA","2:i"
"2016/17","BAENG07F","BA English Literature FT","Level 5",6.59,"UoW Halls","W1B 2HW",57,37.97,"BA","2:ii"
"2017/18","BAENG07F","BA English Literature FT","Level 6",6.59,"UoW Halls","W1B 2HW",48,8.57,"BA","3rd"
"2016/17","BSBMS03F","BSc Pharmacology and Physiology FT","Level 5",3.61,"Commuter","W1W 6XH",77,85.57,"BSc","1st"
"2017/18","BSBMS03F","BSc Pharmacology and Physiology FT","Level 6",3.61,"Commuter","W1W 6XH",73,54.46,"BSc","1st"
"2016/17","BSELE01F","BSc Electronic Engineering FT","Level 5",8.5,"Other inc. Private Halls","W1W 6XH",0,1.22,"BSc","3rd"
"2016/17","BSACC01F","BSc Accounting FT","Level 4",7.87,"Commuter","NW1 5LS",70,63.64,"BSc","1st"
"2017/18","BSACC01F","BSc Accounting FT","Level 5",7.87,"Commuter","NW1 5LS",69,44.74,"BSc","2:i"
"2017/18","BSECO01F","BSc Business Economics FT","Level 4",0.45,"Other inc. Private Halls","NW1 5LS",72,77.38,"BSc","1st"
"2017/18","BABSM07F","BA International Business FT","Level 6",3.41,"Other inc. Private Halls","NW1 5LS",70,63.24,"BA","1st"
"2016/17","BABSM06F","BA Business Management FT","Level 4",3.34,"Other inc. Private Halls","NW1 5LS",43,52,"BA","3rd"
"2017/18","BABSM06F","BA Business Management FT","Level 5",1.75,"Other inc. Private Halls","NW1 5LS",47,22.08,"BA","3rd"
"2017/18","BABSM06F","BA Business Management FT","Level 6",2.4,"Other inc. Private Halls","NW1 5LS",82,92.59,"BA","1st"
"2016/17","BSACC01F","BSc Accounting FT","Level 4",3.82,"Commuter","NW1 5LS",56,54.55,"BSc","2:ii"
"2017/18","BSACC01F","BSc Accounting FT","Level 5",3.82,"Commuter","NW1 5LS",53,36.36,"BSc","2:ii"
"2016/17","BAMRK03F","BA Marketing Management FT","Level 5",4.3,"Other inc. Private Halls","NW1 5LS",48,76.19,"BA","3rd"
"2017/18","BAMRK03F","BA Marketing Management FT","Level 6",4.3,"Other inc. Private Halls","NW1 5LS",61,66.23,"BA","2:i"
"2017/18","BLLAW01F","LLB European Legal Studies FT","Level 4",6.66,"UoW Halls","W1B 2HW",51,30.43,"LLB","2:ii"
"2017/18","BLLAW02F","LLB Law FT","Level 4",0.6,"UoW Halls","W1B 2HW",52,70.24,"LLB","2:ii"
"2016/17","BABSM06F","BA Business Management FT","Level 5",9.42,"Commuter","NW1 5LS",48,38.1,"BA","3rd"
"2017/18","BABSM06F","BA Business Management FT","Level 6",9.42,"Commuter","NW1 5LS",51,28.57,"BA","2:ii"
"2017/18","BSACC01F","BSc Accounting FT","Level 4",30.09,"Unknown","NW1 5LS",61,81.33,"BSc","2:i"
"2017/18","BSPSY02F","BSc Psychology FT","Level 4",5.98,"Commuter","W1W 6XH",44,74.65,"BSc","3rd"
"2016/17","BSBMS01F","BSc Biomedical Sciences FT","Level 5",13.2,"Unknown","W1W 6XH",63,58.57,"BSc","2:i"
"2017/18","BSBMS01F","BSc Biomedical Sciences FT","Level 6",6.56,"UoW Halls","W1W 6XH",56,27.27,"BSc","2:ii"
"2017/18","BSPSY02F","BSc Psychology FT","Level 4",9.09,"Commuter","W1W 6XH",64,73.24,"BSc","2:i"
"2016/17","BAJMC02F","BA Journalism FT","Level 6",7.58,"Other inc. Private Halls","HA1 3TP",75,30,"BA","1st"
"2016/17","BABSM06F","BA Business Management FT","Level 6",1.5,"Other inc. Private Halls","NW1 5LS",40,41.41,"BA","3rd"
"2017/18","BAPIR01F","BA International Relations and Development FT","Level 5",2.69,"UoW Halls","W1B 2HW",74,72.86,"BA","1st"
"2016/17","BSPOC03F","BSc Building Surveying FT","Level 4",9.15,"Commuter","NW1 5LS",11,30.77,"BSc","3rd"
"2016/17","BABSM06F","BA Business Management FT","Level 5",6.07,"UoW Halls","NW1 5LS",60,53.57,"BA","2:i"
"2017/18","BABSM06F","BA Business Management FT","Level 6",6.07,"UoW Halls","NW1 5LS",61,45.07,"BA","2:i"
"2017/18","BAADS01F","BA Animation FT","Level 4",12.72,"Commuter","HA1 3TP",47,40.62,"BA","3rd"
"2016/17","BAENG03F","BA English Language and Linguistics FT","Level 6",3.25,"Other inc. Private Halls","W1B 2HW",57,41.1,"BA","2:ii"
"2016/17","BSPSY02F","BSc Psychology FT","Level 6",7.71,"Commuter","W1W 6XH",58,59.68,"BSc","2:ii"
"2016/17","BSCSS02F","BSc Computer Science FT","Level 5",6.2,"Commuter","W1W 6XH",53,44.83,"BSc","2:ii"
"2017/18","BSCSS02F","BSc Computer Science FT","Level 6",6.2,"Commuter","W1W 6XH",57,52.63,"BSc","2:ii"
"2016/17","BABSM06F","BA Business Management FT","Level 4",0.79,"Commuter","NW1 5LS",78,91.89,"BA","1st"
"2017/18","BABSM06F","BA Business Management FT","Level 5",0.79,"Commuter","NW1 5LS",72,86.49,"BA","1st"
"2016/17","BAPIR03F","BA Politics and International Relations FT","Level 4",11.62,"Commuter","W1B 2HW",70,46.15,"BA","1st"
"2017/18","BAPIR03F","BA Politics and International Relations FT","Level 5",11.62,"Commuter","W1B 2HW",69,55.07,"BA","2:i"
"2016/17","BSBIO02F","BSc Biological Sciences FT","Level 6",8.25,"Commuter","W1W 6XH",30,10.09,"BSc","3rd"
"2016/17","BSECO01F","BSc Business Economics FT","Level 4",0.25,"Other inc. Private Halls","NW1 5LS",61,55.84,"BSc","2:i"
"2017/18","BSECO01F","BSc Business Economics FT","Level 5",1.93,"Other inc. Private Halls","NW1 5LS",58,37.5,"BSc","2:ii"
"2016/17","BACRI02F","BA Sociology and Criminology FT","Level 4",6.66,"UoW Halls","W1B 2HW",62,76.36,"BA","2:i"
"2017/18","BACRI02F","BA Sociology and Criminology FT","Level 5",6.86,"Other inc. Private Halls","W1B 2HW",59,60.61,"BA","2:ii"
"2016/17","BLLAW02F","LLB Law FT","Level 6",69.32,"Unknown","W1B 2HW",68,37.8,"LLB","2:i"
"2017/18","BABSM06F","BA Business Management FT","Level 4",5.78,"Other inc. Private Halls","NW1 5LS",84,85.54,"BA","1st"
"2016/17","BAADS04F","BA Fine Art Mixed Media FT","Level 6",2.24,"UoW Halls","HA1 3TP",60,31.11,"BA","2:i"
"2017/18","BAFAS02F","BA Fashion Design FT","Level 6",0.25,"Other inc. Private Halls","HA1 3TP",64,0,"BA","2:i"
"2016/17","BABSM06F","BA Business Management FT","Level 5",4.78,"Commuter","NW1 5LS",56,57.65,"BA","2:ii"
"2017/18","BABSM06F","BA Business Management FT","Level 6",4.78,"Commuter","NW1 5LS",59,61.43,"BA","2:ii"
"2016/17","BAENG02F","BA English Literature and Language FT","Level 4",7.14,"Commuter","W1B 2HW",56,27.78,"BA","2:ii"
"2017/18","BAENG02F","BA English Literature and Language FT","Level 5",7.14,"Commuter","W1B 2HW",13,4.05,"BA","3rd"
"2017/18","BAJMC05F","BA Radio and Digital Production FT","Level 4",1.92,"Unknown","HA1 3TP",59,41.56,"BA","2:ii"
"2016/17","BSPSY02F","BSc Psychology FT","Level 6",3.39,"Other inc. Private Halls","W1W 6XH",69,47.3,"BSc","2:i"
"2016/17","BABSM06F","BA Business Management FT","Level 6",2.02,"Other inc. Private Halls","NW1 5LS",65,70.13,"BA","2:i"
"2017/18","BALAN06F","BA Language and Other Disciplines FT","Level 4",10.06,"Other inc. Private Halls","W1B 2HW",61,38.37,"BA","2:i"
"2016/17","BSCSS02F","BSc Computer Science FT","Level 6",4.21,"Other inc. Private Halls","W1W 6XH",54,31.71,"BSc","2:ii"
"2016/17","BAENG07F","BA English Literature FT","Level 6",5.66,"Commuter","W1B 2HW",62,51.56,"BA","2:i"
"2016/17","BAARC01F","BA Architecture FT","Level 6",5.01,"Other inc. Private Halls","NW1 5LS",55,6.02,"BA","2:ii"
"2016/17","BAMUS01F","BA Commercial Music FT","Level 6",0.43,"Other inc. Private Halls","HA1 3TP",60,18.97,"BA","2:i"
"2016/17","BAJMC02F","BA Journalism FT","Level 6",140.98,"Unknown","HA1 3TP",76,8.82,"BA","1st"
"2017/18","BAARC01F","BA Architecture FT","Level 6",4.39,"Other inc. Private Halls","NW1 5LS",75,31.76,"BA","1st"
"2017/18","BLLAW02F","LLB Law FT","Level 6",3.37,"Other inc. Private Halls","W1B 2HW",62,44.44,"LLB","2:i"
"2017/18","BAPIR02F","BA International Relations FT","Level 4",6.16,"Commuter","W1B 2HW",65,67.65,"BA","2:i"
"2016/17","BSACC01F","BSc Accounting FT","Level 5",3.78,"Other inc. Private Halls","NW1 5LS",70,57.65,"BSc","1st"
"2017/18","BSACC01F","BSc Accounting FT","Level 6",2.9,"Other inc. Private Halls","NW1 5LS",67,63.49,"BSc","2:i"
"2017/18","BABSM06F","BA Business Management FT","Level 5",9.74,"Unknown","NW1 5LS",42,37.18,"BA","3rd"
"2017/18","BAFAS01F","BA Fashion Buying Management FT","Level 4",11.93,"Commuter","HA1 3TP",33,25,"BA","3rd"
"2017/18","BEELE03F","BEng Electronic and Electrical Engineering FT","Level 4",4.77,"Commuter","W1W 6XH",70,46.46,"BEng","1st"
"2016/17","BLLAW02F","LLB Law FT","Level 4",6.27,"Commuter","W1B 2HW",53,75.7,"LLB","2:ii"
"2017/18","BLLAW02F","LLB Law FT","Level 5",6.27,"Commuter","W1B 2HW",55,71.76,"LLB","2:ii"
"2017/18","BSNUT01F","BSc Human Nutrition FT","Level 4",8.21,"Commuter","W1W 6XH",47,44.05,"BSc","3rd"
"2016/17","BABSM06F","BA Business Management FT","Level 5",3.49,"Commuter","NW1 5LS",48,62.5,"BA","3rd"
"2017/18","BLLAW02F","LLB Law FT","Level 4",20.33,"Other inc. Private Halls","W1B 2HW",63,53.01,"LLB","2:i"
"2016/17","BSCSS02F","BSc Computer Science FT","Level 5",8.17,"Other inc. Private Halls","W1W 6XH",53,71.59,"BSc","2:ii"
"2017/18","BSCSS02F","BSc Computer Science FT","Level 6",7.52,"Other inc. Private Halls","W1W 6XH",51,38.98,"BSc","2:ii"
"2017/18","BAMRK03F","BA Marketing Management FT","Level 4",6.3,"Commuter","NW1 5LS",60,68.06,"BA","2:i"
"2016/17","BSBMS02F","BSc Human and Medical Science FT","Level 6",7.46,"Commuter","W1W 6XH",54,70.83,"BSc","2:ii"
"2016/17","BAMUS01F","BA Commercial Music FT","Level 6",7.44,"Other inc. Private Halls","HA1 3TP",49,0,"BA","3rd"
"2017/18","BAFAS02F","BA Fashion Design FT","Level 4",0.59,"UoW Halls","HA1 3TP",68,6.25,"BA","2:i"
"2016/17","BABSM07F","BA International Business FT","Level 5",2.38,"Other inc. Private Halls","NW1 5LS",50,45.95,"BA","2:ii"
"2017/18","BABSM07F","BA International Business FT","Level 6",2.38,"Other inc. Private Halls","NW1 5LS",58,45.16,"BA","2:ii"
"2017/18","BABSM06F","BA Business Management FT","Level 4",6.07,"UoW Halls","NW1 5LS",62,40.24,"BA","2:i"
"2016/17","BSACC01F","BSc Accounting FT","Level 6",9.79,"Commuter","NW1 5LS",60,52.81,"BSc","2:i"
"2017/18","BSCSS02F","BSc Computer Science FT","Level 4",7.45,"Other inc. Private Halls","W1W 6XH",55,33.33,"BSc","2:ii"
"2016/17","BSBMS04F","BSc Honours Biomedical Sciences (Sandwich) FT","Level 6",6.69,"Other inc. Private Halls","W1W 6XH",48,15.19,"BSc","3rd"
"2017/18","BAMUS01F","BA Commercial Music FT","Level 4",12.04,"Other inc. Private Halls","HA1 3TP",65,38.16,"BA","2:i"
"2017/18","BABSM07F","BA International Business FT","Level 4",6.07,"UoW Halls","NW1 5LS",69,92.08,"BA","2:i"
"2016/17","BSCSS02F","BSc Computer Science FT","Level 4",4.5,"Commuter","W1W 6XH",65,43.24,"BSc","2:i"
"2017/18","BSCSS02F","BSc Computer Science FT","Level 5",4.5,"Commuter","W1W 6XH",0,15.94,"BSc","3rd"
"2017/18","BAPIR02F","BA International Relations FT","Level 4",6.66,"UoW Halls","W1B 2HW",62,74.58,"BA","2:i"
"2016/17","BAJMC01F","BA Digital Media and Communication FT","Level 4",8.92,"Other inc. Private Halls","HA1 3TP",67,71.83,"BA","2:i"
"2017/18","BSBMS01F","BSc Biomedical Sciences FT","Level 5",2.06,"Other inc. Private Halls","W1W 6XH",71,72.86,"BSc","1st"
"2016/17","BAPIR02F","BA International Relations FT","Level 5",6.59,"UoW Halls","W1B 2HW",58,64.58,"BA","2:ii"
"2017/18","BAPIR02F","BA International Relations FT","Level 6",6.59,"UoW Halls","W1B 2HW",59,65.38,"BA","2:ii"
"2017/18","BSPSY02F","BSc Psychology FT","Level 4",7.45,"Other inc. Private Halls","W1W 6XH",43,63.01,"BSc","3rd"
"2017/18","BATOE01F","BA Tourism and Events Management FT","Level 4",3.95,"Other inc. Private Halls","NW1 5LS",62,74.12,"BA","2:i"
"2016/17","BAPIR04F","BA Politics FT","Level 4",6.66,"UoW Halls","W1B 2HW",69,58.82,"BA","2:i"
"2016/17","BAHIS03F","BA History FT","Level 5",3.51,"Other inc. Private Halls","W1B 2HW",58,52,"BA","2:ii"
"2017/18","BAHIS03F","BA History FT","Level 6",3.51,"Other inc. Private Halls","W1B 2HW",66,47.46,"BA","2:i"
"2017/18","BAARC03F","BA Designing Cities: Planning and Architecture FT","Level 4",21.77,"Unknown","NW1 5LS",47,49.3,"BA","3rd"
"2016/17","BAPHT02F","BA Photography FT","Level 5",6.14,"Other inc. Private Halls","HA1 3TP",57,37.23,"BA","2:ii"
"2017/18","BAPHT02F","BA Photography FT","Level 6",6.14,"Other inc. Private Halls","HA1 3TP",64,8.33,"BA","2:i"
"2017/18","BSPOC04F","BSc Construction Management FT","Level 4",1.55,"Commuter","NW1 5LS",52,82.35,"BSc","2:ii"
"2016/17","BAPIR03F","BA Politics and International Relations FT","Level 5",1.64,"Commuter","W1B 2HW",60,84.21,"BA","2:i"
"2017/18","BAPIR03F","BA Politics and International Relations FT","Level 6",1.64,"Commuter","W1B 2HW",69,80,"BA","2:i"
"2017/18","BAPHT01F","BA Contemporary Media Practice FT","Level 4",0.59,"UoW Halls","HA1 3TP",68,43.33,"BA","2:i"
"2016/17","BSCON02F","BSc Computer Network Security FT","Level 4",3.19,"Other inc. Private Halls","W1W 6XH",55,34.65,"BSc","2:ii"
"2017/18","BSCON02F","BSc Computer Network Security FT","Level 5",3.19,"Other inc. Private Halls","W1W 6XH",60,37.1,"BSc","2:i"
